timestamp,zone,flow_rate_lpm,consumption_liters,duration_min,scenario,hour,day_of_week,is_weekend,calculated_consumption,consumption_difference,zone_id,model_prediction,anomaly_score,ml_status,severity,reason,recommended_action,agent_input
2026-07-16 17:10:00,AI Lab,4.76,5.38,1.13,Normal,17,3,0,5.378799999999999,0.0012000000000007,0,1,0.1357142425293127,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: AI Lab | Flow: 4.76 L/min | Duration: 1.13 min | Consumption: 5.38 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-19 06:20:00,AIML Department,4.06,22.92,5.64,Normal,6,6,1,22.898399999999995,0.0216000000000065,1,1,0.106992263593274,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: AIML Department | Flow: 4.06 L/min | Duration: 5.64 min | Consumption: 22.92 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-12 21:00:00,HOD Department,3.56,20.34,5.71,Normal,21,6,1,20.3276,0.0123999999999995,7,1,0.0852107548472685,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: HOD Department | Flow: 3.56 L/min | Duration: 5.71 min | Consumption: 20.34 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-22 08:30:00,HOD Department,3.17,12.23,3.86,Normal,8,2,0,12.2362,0.0061999999999997,7,1,0.1460715051925105,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: HOD Department | Flow: 3.17 L/min | Duration: 3.86 min | Consumption: 12.23 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-31 11:50:00,BT Department,3.15,17.44,5.54,Normal,11,4,0,17.451,0.0109999999999992,2,1,0.1389845700075499,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: BT Department | Flow: 3.15 L/min | Duration: 5.54 min | Consumption: 17.44 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-19 22:40:00,Mechanical Lab,6.33,27.33,4.32,Normal,22,6,1,27.3456,0.0156000000000027,9,1,0.0699938698758702,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: Mechanical Lab | Flow: 6.33 L/min | Duration: 4.32 min | Consumption: 27.33 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-13 14:10:00,AIML Department,4.35,26.17,6.01,Normal,14,0,0,26.1435,0.0265000000000057,1,1,0.1438004940656823,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: AIML Department | Flow: 4.35 L/min | Duration: 6.01 min | Consumption: 26.17 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-09 03:10:00,HOD Department,4.63,40.52,8.76,Normal,3,3,0,40.5588,0.0387999999999948,7,1,0.1332527229738022,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: HOD Department | Flow: 4.63 L/min | Duration: 8.76 min | Consumption: 40.52 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-29 11:40:00,Physics Lab,4.65,20.97,4.51,Normal,11,2,0,20.9715,0.0015,11,1,0.1728442268670573,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: Physics Lab | Flow: 4.65 L/min | Duration: 4.51 min | Consumption: 20.97 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-27 10:50:00,IT Department,4.11,21.36,5.2,Normal,10,0,0,21.372000000000003,0.012000000000004,8,1,0.1400643600765589,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: IT Department | Flow: 4.11 L/min | Duration: 5.2 min | Consumption: 21.36 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-11 23:50:00,AI Lab,4.87,21.39,4.4,Normal,23,5,1,21.428,0.0380000000000002,0,1,0.0777667445988512,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: AI Lab | Flow: 4.87 L/min | Duration: 4.4 min | Consumption: 21.39 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-21 18:40:00,AI Lab,6.41,42.28,6.59,Normal,18,1,0,42.2419,0.0381,0,1,0.1411927103577109,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: AI Lab | Flow: 6.41 L/min | Duration: 6.59 min | Consumption: 42.28 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-22 01:50:00,Physics Lab,4.98,12.54,2.52,Normal,1,2,0,12.549600000000002,0.0096000000000024,11,1,0.1260642551822002,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: Physics Lab | Flow: 4.98 L/min | Duration: 2.52 min | Consumption: 12.54 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-31 03:10:00,Electronics Department,3.5,31.46,8.98,Normal,3,4,0,31.43,0.0300000000000011,6,1,0.1162065408173367,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: Electronics Department | Flow: 3.5 L/min | Duration: 8.98 min | Consumption: 31.46 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-31 11:40:00,Electronics Department,4.72,13.73,2.91,Normal,11,4,0,13.7352,0.0052000000000003,6,1,0.1493178744772414,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: Electronics Department | Flow: 4.72 L/min | Duration: 2.91 min | Consumption: 13.73 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-08-01 01:20:00,AI Lab,24.81,1482.62,59.77,Critical,1,5,1,1482.8937,0.2737000000001899,0,-1,-0.173618709726282,Anomaly,Critical,Very high flow rate (24.81 L/min) with prolonged flow (59.77 min) and high consumption (1482.62 L). Possible continuous leakage or major water wastage.,"Immediate inspection recommended. Check taps, pipes, valves and nearby water lines.",Zone: AI Lab | Flow: 24.81 L/min | Duration: 59.77 min | Consumption: 1482.62 L | Severity: Critical | Reason: Very high flow rate (24.81 L/min) with prolonged flow (59.77 min) and high consumption (1482.62 L). Possible continuous leakage or major water wastage.
2026-08-25 11:30:00,BT Department,22.42,1015.45,45.29,Critical,11,1,0,1015.4018,0.0481999999999516,2,-1,-0.0997115704622528,Anomaly,Suspicious,"Unusual flow pattern detected: 22.42 L/min for 45.29 min, using approximately 1015.45 L. Possible abnormal usage or early-stage leakage.",Schedule inspection of the zone and monitor the next water-flow readings.,"Zone: BT Department | Flow: 22.42 L/min | Duration: 45.29 min | Consumption: 1015.45 L | Severity: Suspicious | Reason: Unusual flow pattern detected: 22.42 L/min for 45.29 min, using approximately 1015.45 L. Possible abnormal usage or early-stage leakage."
2026-08-05 00:50:00,AIML Department,4.95,36.2,7.32,Normal,0,2,0,36.234,0.0339999999999989,1,1,0.1190133203907478,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: AIML Department | Flow: 4.95 L/min | Duration: 7.32 min | Consumption: 36.2 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-20 10:00:00,CSE Department,11.21,174.04,15.53,Suspicious,10,0,0,174.09130000000002,0.0513000000000261,4,1,0.0185526085471045,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: CSE Department | Flow: 11.21 L/min | Duration: 15.53 min | Consumption: 174.04 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-17 07:40:00,Physics Lab,15.15,201.05,13.27,Suspicious,7,4,0,201.0405,0.0095000000000027,11,1,0.0069348381356953,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: Physics Lab | Flow: 15.15 L/min | Duration: 13.27 min | Consumption: 201.05 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-07-28 15:20:00,Physics Lab,5.65,27.15,4.81,Normal,15,1,0,27.1765,0.0265000000000021,11,1,0.1574531942872754,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: Physics Lab | Flow: 5.65 L/min | Duration: 4.81 min | Consumption: 27.15 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-08-11 16:40:00,Mechanical Lab,5.33,23.92,4.48,Normal,16,1,0,23.878400000000003,0.0415999999999989,9,1,0.1550749162497046,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: Mechanical Lab | Flow: 5.33 L/min | Duration: 4.48 min | Consumption: 23.92 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-08-12 21:50:00,AI Lab,4.5,24.09,5.35,Normal,21,2,0,24.075,0.0150000000000005,0,1,0.1558351054407288,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: AI Lab | Flow: 4.5 L/min | Duration: 5.35 min | Consumption: 24.09 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
2026-08-23 02:00:00,Biotech Department,4.69,40.58,8.65,Normal,2,6,1,40.56850000000001,0.0114999999999909,3,1,0.0775814717936556,Normal,Normal,Water usage pattern is within the expected range.,No immediate action required.,Zone: Biotech Department | Flow: 4.69 L/min | Duration: 8.65 min | Consumption: 40.58 L | Severity: Normal | Reason: Water usage pattern is within the expected range.
